"innovation_challenge_key","renewed_yorn","top_vertical_market_name","four_quarter_bookings_band","service_fee_amount","software_usage_type","product_type","service_sales_node_base_sub_scms_name","product_sales_channel_code","contract_line_multi_year_discount_yorn","service_contract_classification","installed_product_type","finalPredictions","Prediction"
1320329,"Y",8,5,-0.126728629032879,3,5,2,8,1,1,1,"Y","Correct"
2476337,"N",9,3,-0.126728629032879,1,16,1,3,1,1,2,"N","Correct"
2902658,"N",9,3,-0.126728629032879,1,10,1,3,1,1,1,"Y","Incorrect"
156,"Y",9,3,0.792210463266381,5,14,1,8,1,1,2,"N","Incorrect"
3230331,"Y",9,3,-0.0638608890939195,3,11,1,8,1,1,1,"N","Incorrect"
7328114,"Y",9,2,-0.126728629032879,1,8,2,9,1,3,1,"Y","Correct"
1063156,"Y",9,2,-0.126728629032879,1,7,2,9,1,3,1,"Y","Correct"
6940980,"Y",4,7,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
4210006,"Y",4,7,-0.126728629032879,5,10,2,1,1,1,1,"Y","Correct"
5812405,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
5281939,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
6782476,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
4743216,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
7454164,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
6154492,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
7682216,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
2958189,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
6254279,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
7037248,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
4266618,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1708205,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
5651656,"Y",4,7,-0.126728629032879,1,16,2,9,1,1,2,"Y","Correct"
58688,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
439656,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
3553223,"Y",4,7,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
4022647,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1000079,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
5998576,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1271194,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
4963612,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
3265316,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
6262328,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
3949209,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
5411947,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1604357,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
2271688,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
7853920,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
2045800,"Y",4,7,-0.126728629032879,1,16,2,9,1,1,2,"Y","Correct"
4864002,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
608143,"Y",13,2,-0.126728629032879,1,16,4,1,1,1,2,"Y","Correct"
371,"N",10,1,0.00703251977341795,1,15,2,9,1,2,2,"N","Correct"
4034770,"Y",7,5,-0.126728629032879,1,7,2,9,1,4,1,"Y","Correct"
1770274,"Y",7,5,-0.126728629032879,1,16,2,9,1,4,2,"Y","Correct"
1770272,"Y",7,5,-0.126728629032879,1,16,2,9,1,4,2,"Y","Correct"
7062686,"Y",4,5,-0.126728629032879,1,16,2,9,1,1,2,"Y","Correct"
2677783,"Y",4,5,-0.126728629032879,5,6,2,8,1,1,2,"Y","Correct"
516,"Y",4,5,2.46823765780928,5,19,2,8,1,1,2,"Y","Correct"
1614465,"Y",4,5,-0.126728629032879,1,8,2,8,1,1,2,"Y","Correct"
3754702,"Y",4,5,-0.126728629032879,5,6,2,8,1,1,2,"Y","Correct"
6457589,"N",8,1,-0.126728629032879,1,16,1,9,1,1,1,"N","Correct"
4739435,"Y",1,5,-0.126728629032879,3,5,2,1,1,1,1,"Y","Correct"
731,"Y",13,5,0.174233955781289,1,19,1,1,1,1,2,"Y","Correct"
728,"Y",13,5,0.174233955781289,1,19,2,1,1,1,2,"Y","Correct"
730,"Y",13,5,0.174233955781289,1,19,2,1,1,1,2,"Y","Correct"
6461596,"Y",1,1,-0.126728629032879,1,4,1,1,1,1,1,"Y","Correct"
2038912,"Y",1,1,-0.126728629032879,5,5,1,1,1,1,1,"Y","Correct"
5019074,"Y",1,1,-0.126728629032879,5,5,1,1,1,1,1,"Y","Correct"
5119747,"Y",1,1,-0.126728629032879,1,4,1,1,1,1,1,"Y","Correct"
2776912,"Y",1,1,-0.126728629032879,1,6,1,1,1,1,1,"Y","Correct"
4417219,"Y",1,1,-0.126728629032879,1,6,1,1,1,1,2,"Y","Correct"
5729272,"Y",1,1,-0.126728629032879,1,16,1,3,1,1,2,"Y","Correct"
1456050,"Y",6,10,-0.126728629032879,1,13,4,9,1,1,2,"Y","Correct"
1809385,"Y",6,10,-0.126728629032879,1,13,2,9,1,1,2,"Y","Correct"
4504709,"Y",6,10,-0.126728629032879,1,13,4,9,1,1,2,"Y","Correct"
2409651,"Y",6,10,-0.126728629032879,1,13,4,9,1,1,2,"Y","Correct"
4504708,"Y",6,10,-0.126728629032879,1,13,2,9,1,1,2,"Y","Correct"
5605360,"Y",6,10,-0.126728629032879,1,16,4,9,1,1,2,"Y","Correct"
850,"Y",6,10,0.242452141672501,1,18,4,9,1,1,2,"Y","Correct"
5605359,"Y",6,10,-0.126728629032879,1,16,2,9,1,1,2,"Y","Correct"
69443,"Y",6,10,-0.126728629032879,1,1,2,9,1,1,1,"Y","Correct"
4916013,"Y",6,10,-0.126728629032879,1,16,4,9,1,1,2,"Y","Correct"
1064080,"Y",6,10,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
3112904,"Y",6,10,-0.126728629032879,1,1,4,9,1,1,1,"Y","Correct"
914251,"Y",6,10,-0.126728629032879,1,13,2,9,1,1,2,"Y","Correct"
5734201,"Y",6,10,-0.126728629032879,1,8,4,9,1,1,2,"Y","Correct"
884,"N",3,5,0.0163958001898587,1,19,2,9,1,1,2,"N","Correct"
3737566,"Y",1,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
7695576,"Y",1,2,-0.126728629032879,1,8,1,1,1,1,2,"Y","Correct"
3737568,"Y",1,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
7604477,"Y",1,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
7604475,"Y",1,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
3540029,"Y",1,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
2530990,"Y",1,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
3217583,"Y",1,2,-0.126728629032879,1,6,1,1,1,1,2,"Y","Correct"
3548956,"Y",1,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
2294254,"Y",1,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
3301033,"Y",1,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
2112453,"Y",1,2,-0.126728629032879,1,6,1,1,1,1,2,"Y","Correct"
6282275,"Y",1,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
5410233,"Y",1,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
2725122,"Y",1,2,-0.126728629032879,1,6,1,1,1,1,2,"Y","Correct"
3540032,"Y",1,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
3737569,"Y",1,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
7695578,"Y",1,2,-0.126728629032879,1,8,1,1,1,1,2,"Y","Correct"
5217885,"Y",1,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
2530989,"Y",1,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
6254423,"N",4,7,-0.126728629032879,3,3,2,1,1,1,1,"N","Correct"
6614327,"N",10,6,-0.126728629032879,3,5,3,1,1,1,1,"N","Correct"
1057,"N",10,6,0.536726669046354,1,12,3,9,1,1,2,"N","Correct"
1058,"N",10,6,0.536726669046354,1,12,3,9,1,1,2,"N","Correct"
6266096,"N",1,8,-0.126728629032879,5,5,2,9,1,4,1,"N","Correct"
2922416,"N",1,8,-0.126728629032879,1,4,2,1,1,4,1,"N","Correct"
2295481,"N",1,8,-0.125391017544816,1,16,2,1,1,4,1,"N","Correct"
7247649,"Y",1,1,-0.126728629032879,1,7,2,4,1,1,1,"Y","Correct"
7247650,"Y",1,1,-0.126728629032879,1,7,2,4,1,1,1,"Y","Correct"
7247648,"Y",1,1,-0.126728629032879,1,7,2,4,1,1,1,"Y","Correct"
3177816,"N",4,7,-0.126728629032879,1,4,4,4,1,1,1,"N","Correct"
7360892,"N",4,7,-0.126728629032879,1,6,4,9,1,1,2,"N","Correct"
4408794,"N",4,7,-0.126728629032879,1,13,4,9,1,1,2,"N","Correct"
7612701,"N",4,7,-0.126728629032879,1,13,4,9,1,1,2,"N","Correct"
2257996,"N",4,7,-0.126728629032879,1,13,4,9,1,1,2,"N","Correct"
1580909,"N",4,7,-0.126728629032879,1,13,4,9,1,1,2,"N","Correct"
5473932,"N",4,7,-0.126728629032879,1,13,4,9,1,1,2,"N","Correct"
3013431,"N",10,5,-0.126728629032879,1,16,2,1,1,1,2,"N","Correct"
7890730,"N",12,6,-0.126728629032879,1,6,2,1,1,1,2,"N","Correct"
4898800,"N",12,6,-0.126728629032879,3,5,2,1,1,1,1,"N","Correct"
1674,"Y",8,3,0.132767999651337,1,19,1,9,1,1,2,"Y","Correct"
1675,"Y",8,3,0.132767999651337,1,19,1,9,1,1,2,"Y","Correct"
2861370,"Y",9,5,-0.126728629032879,1,4,1,9,2,1,1,"Y","Correct"
1709,"Y",9,5,-0.0464719397491008,1,11,1,9,1,1,2,"Y","Correct"
1713,"Y",9,5,-0.0464719397491008,1,11,1,9,2,1,2,"Y","Correct"
7613017,"N",4,3,-0.126728629032879,1,4,1,1,1,1,1,"N","Correct"
7613016,"Y",4,3,-0.126728629032879,1,4,1,1,1,1,1,"N","Incorrect"
2966559,"Y",4,3,-0.126728629032879,1,13,1,1,1,1,2,"N","Incorrect"
3016914,"Y",4,3,-0.126728629032879,1,8,1,1,1,1,2,"N","Incorrect"
7527568,"Y",4,3,-0.126728629032879,1,13,1,1,1,1,2,"N","Incorrect"
4727019,"N",4,3,-0.126728629032879,1,13,1,1,1,1,2,"N","Correct"
1811,"Y",4,3,0.16085784090066,1,18,1,9,1,1,2,"N","Incorrect"
2027971,"Y",13,7,-0.126728629032879,5,5,1,3,1,1,1,"Y","Correct"
275751,"Y",13,7,-0.126728629032879,5,10,1,3,1,1,1,"Y","Correct"
1122064,"Y",13,7,-0.126728629032879,1,4,1,3,1,1,1,"Y","Correct"
2724477,"Y",13,7,-0.126728629032879,1,13,1,3,1,1,1,"Y","Correct"
6849235,"Y",13,7,-0.126728629032879,1,16,1,3,1,1,1,"Y","Correct"
6849236,"Y",13,7,-0.126728629032879,1,16,1,3,1,1,1,"Y","Correct"
6849233,"Y",13,7,-0.126728629032879,1,16,1,3,1,1,1,"Y","Correct"
275749,"Y",13,7,-0.126728629032879,5,10,1,3,1,1,1,"Y","Correct"
2137132,"Y",13,7,-0.126728629032879,1,7,1,3,1,1,1,"Y","Correct"
6155624,"Y",13,7,-0.126728629032879,1,6,1,3,1,1,2,"Y","Correct"
2746342,"Y",13,7,-0.126728629032879,1,13,1,3,1,1,1,"Y","Correct"
5529734,"Y",11,9,-0.126728629032879,1,7,2,9,2,1,1,"Y","Correct"
7382070,"Y",11,9,-0.126728629032879,1,16,2,9,2,1,2,"Y","Correct"
4940886,"N",9,9,-0.126728629032879,1,14,2,9,2,1,1,"N","Correct"
2075,"N",9,9,0.299969435659208,1,11,2,8,2,1,2,"N","Correct"
141956,"N",7,7,-0.126728629032879,1,11,4,4,1,1,1,"Y","Incorrect"
2093,"Y",7,7,0.389589405359427,1,11,4,4,1,1,2,"N","Incorrect"
2183,"Y",1,4,-0.108002068199997,1,15,1,8,1,1,2,"Y","Correct"
4083822,"Y",9,5,-0.126728629032879,3,5,2,9,1,4,1,"Y","Correct"
884697,"N",9,5,-0.126728629032879,3,5,2,9,1,4,1,"Y","Incorrect"
7306227,"Y",9,5,-0.126728629032879,1,6,2,9,1,4,1,"Y","Correct"
814911,"Y",9,5,-0.126728629032879,3,5,2,9,1,4,1,"Y","Correct"
2826314,"Y",9,5,-0.126728629032879,3,5,2,9,1,4,1,"Y","Correct"
2826318,"Y",9,5,-0.126728629032879,3,5,2,9,1,4,1,"Y","Correct"
2227,"Y",9,5,0.909920274215923,3,17,2,8,1,4,2,"Y","Correct"
2238,"N",9,2,-0.112014902664186,1,15,1,1,1,1,2,"N","Correct"
6870286,"Y",4,5,-0.126728629032879,1,8,2,5,1,1,1,"Y","Correct"
1306590,"Y",4,5,-0.126728629032879,1,6,2,5,1,1,2,"Y","Correct"
1375266,"Y",4,5,-0.126728629032879,1,4,2,5,1,1,2,"Y","Correct"
810903,"Y",4,5,-0.126728629032879,1,1,2,5,1,1,1,"Y","Correct"
5961261,"Y",4,5,-0.126728629032879,1,16,2,5,1,1,2,"Y","Correct"
3492783,"Y",4,5,-0.126728629032879,1,13,2,5,1,1,2,"Y","Correct"
7129829,"Y",4,5,-0.126728629032879,1,8,2,5,1,1,2,"Y","Correct"
7164440,"Y",4,5,-0.126728629032879,1,1,2,5,1,1,1,"Y","Correct"
814052,"Y",4,5,-0.126728629032879,1,8,2,5,1,1,1,"Y","Correct"
1980731,"Y",4,5,-0.126728629032879,1,13,2,5,1,1,2,"Y","Correct"
623620,"Y",4,5,-0.126728629032879,1,6,2,5,1,1,2,"Y","Correct"
7623177,"Y",4,5,-0.126728629032879,1,8,2,5,1,1,1,"Y","Correct"
4330621,"Y",10,5,-0.126728629032879,1,4,4,1,1,1,1,"N","Incorrect"
1949909,"Y",10,5,-0.126728629032879,1,13,4,9,1,1,1,"N","Incorrect"
609807,"Y",10,5,-0.126728629032879,5,5,4,1,1,1,1,"N","Incorrect"
4105918,"Y",10,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
5414567,"Y",10,5,-0.126728629032879,1,6,4,9,1,1,1,"N","Incorrect"
5682961,"Y",10,5,-0.126728629032879,1,4,4,1,1,1,1,"N","Incorrect"
6680287,"Y",10,5,-0.126728629032879,5,10,4,1,1,1,1,"N","Incorrect"
1587492,"Y",10,5,-0.126728629032879,5,5,4,1,1,1,1,"N","Incorrect"
5568593,"N",10,5,-0.126728629032879,1,7,1,3,1,1,1,"N","Correct"
2293578,"N",10,5,-0.126728629032879,1,13,2,1,1,1,1,"Y","Incorrect"
6539211,"N",10,5,-0.126728629032879,5,5,2,1,1,1,1,"N","Correct"
3645476,"N",10,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Incorrect"
1690479,"N",10,5,-0.126728629032879,5,10,2,1,1,1,1,"N","Correct"
7865073,"N",10,5,-0.126728629032879,5,5,2,1,1,1,1,"N","Correct"
6698374,"N",10,5,0.0899644320333221,5,3,2,1,1,1,1,"N","Correct"
6106688,"Y",12,3,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
3320862,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
3320860,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
7378482,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
4757235,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
3560933,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
7378484,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
983775,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
5113753,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
5013789,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
983774,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
5581618,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
5401890,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
1247052,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
1156636,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
7060463,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
1156635,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
4919233,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
4267983,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
4267984,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
1005432,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
1005431,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
2534,"Y",12,3,-0.126728629032879,1,18,2,1,1,1,2,"Y","Correct"
3523995,"Y",10,3,-0.126728629032879,1,7,2,1,2,1,1,"Y","Correct"
5404958,"Y",10,3,-0.126728629032879,5,5,2,1,2,1,1,"Y","Correct"
2738,"Y",12,1,-0.126728629032879,1,3,1,9,2,1,1,"Y","Correct"
7115805,"Y",12,1,-0.126728629032879,3,10,1,4,2,1,1,"Y","Correct"
4737366,"Y",12,1,-0.126728629032879,3,5,1,4,2,1,1,"Y","Correct"
6875725,"Y",12,1,1.5105078323562,3,8,1,9,2,1,1,"Y","Correct"
6875726,"Y",12,1,1.5105078323562,3,8,1,9,2,1,1,"Y","Correct"
2892,"Y",4,5,-0.108002068199997,1,15,4,2,1,1,2,"N","Incorrect"
2421545,"Y",7,9,-0.126728629032879,1,8,1,1,2,1,1,"Y","Correct"
2900,"Y",7,9,1.24566075771973,1,19,4,9,1,4,2,"Y","Correct"
2899,"Y",7,9,1.24566075771973,1,19,1,9,1,1,2,"Y","Correct"
2421538,"Y",7,9,-0.126728629032879,1,8,4,1,1,4,1,"Y","Correct"
2902,"Y",7,9,1.24566075771973,1,19,1,9,2,1,2,"Y","Correct"
2421541,"Y",7,9,-0.126728629032879,1,8,1,1,1,4,1,"Y","Correct"
305805,"Y",7,9,-0.126728629032879,1,7,1,1,1,1,1,"Y","Correct"
2903,"Y",7,9,1.24566075771973,1,19,1,9,1,1,2,"Y","Correct"
3762325,"N",10,5,-0.106664456711935,3,3,2,1,1,1,1,"N","Correct"
7421936,"N",10,5,-0.126728629032879,3,3,2,1,1,1,2,"N","Correct"
2995,"Y",7,2,-0.0464719397491008,1,11,1,1,1,1,2,"Y","Correct"
2998,"Y",7,2,-0.0464719397491008,1,11,1,1,1,1,2,"Y","Correct"
3010,"Y",9,3,-0.0130316525475266,1,15,2,2,1,1,2,"N","Incorrect"
3048,"Y",6,1,-0.112014902664186,1,15,2,1,1,1,2,"Y","Correct"
3069108,"Y",8,5,-0.126728629032879,1,7,2,9,1,1,1,"Y","Correct"
3185,"Y",8,5,0.298631824171145,5,19,2,8,1,1,2,"N","Incorrect"
4887308,"Y",11,7,-0.126728629032879,3,5,2,4,2,1,1,"Y","Correct"
4861611,"Y",11,7,-0.126728629032879,1,6,2,4,2,1,2,"Y","Correct"
3656446,"Y",11,7,-0.126728629032879,3,5,2,9,2,1,1,"Y","Correct"
5996634,"Y",9,3,-0.126728629032879,5,5,1,3,2,1,1,"Y","Correct"
2573654,"Y",9,3,-0.126728629032879,1,16,1,3,2,1,2,"Y","Correct"
3871755,"Y",9,3,-0.126728629032879,5,10,1,3,2,1,1,"Y","Correct"
5185929,"Y",9,3,-0.126728629032879,1,13,1,3,2,1,1,"Y","Correct"
4302814,"Y",4,1,-0.126728629032879,1,6,1,4,1,1,2,"N","Incorrect"
2380000,"N",4,1,-0.126728629032879,1,13,1,4,1,1,2,"N","Correct"
2949084,"N",4,1,-0.126728629032879,1,13,1,4,1,1,2,"Y","Incorrect"
3384,"Y",4,1,0.210349465958989,1,18,1,9,1,1,2,"Y","Correct"
2470225,"N",4,1,-0.126728629032879,1,13,1,4,1,1,2,"N","Correct"
4953985,"Y",4,1,-0.126728629032879,1,6,1,4,1,1,2,"Y","Correct"
5344557,"Y",4,1,-0.126728629032879,1,13,1,4,1,1,2,"Y","Correct"
5797841,"Y",9,9,-0.126728629032879,1,6,1,1,1,1,1,"Y","Correct"
5797840,"Y",9,9,-0.126728629032879,1,6,2,1,1,1,1,"Y","Correct"
7332507,"Y",9,9,-0.126728629032879,1,13,2,9,1,1,1,"Y","Correct"
7196707,"Y",9,9,-0.126728629032879,1,13,2,9,1,1,1,"Y","Correct"
3915776,"Y",9,9,-0.126728629032879,5,10,2,9,1,1,2,"Y","Correct"
3422340,"Y",9,9,-0.126728629032879,5,3,1,9,1,1,1,"Y","Correct"
3126570,"Y",9,9,-0.126728629032879,5,10,2,9,1,1,1,"Y","Correct"
3915779,"Y",9,9,-0.126728629032879,5,10,1,9,1,1,2,"Y","Correct"
5840451,"Y",9,9,-0.126728629032879,1,6,1,9,1,1,1,"Y","Correct"
5323479,"Y",9,9,-0.126728629032879,5,5,2,9,1,1,1,"Y","Correct"
5323480,"Y",9,9,-0.126728629032879,5,5,2,9,1,1,1,"Y","Correct"
5840452,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,1,"Y","Correct"
5840453,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,1,"Y","Correct"
408730,"Y",9,9,-0.126728629032879,5,5,2,9,1,1,1,"Y","Correct"
6175460,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,1,"Y","Correct"
6175458,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,1,"Y","Correct"
4474029,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,2,"Y","Correct"
1446414,"Y",9,9,-0.126728629032879,1,16,1,9,1,1,1,"Y","Correct"
3940155,"Y",9,9,-0.126728629032879,1,6,1,9,1,1,2,"Y","Correct"
2275101,"Y",4,2,-0.126728629032879,1,1,2,1,1,1,1,"Y","Correct"
2026566,"N",4,2,-0.126728629032879,5,5,2,1,1,1,1,"N","Correct"
480574,"Y",1,6,-0.125391017544816,1,5,2,1,1,1,1,"Y","Correct"
3534,"Y",1,6,0.00703251977341795,1,15,2,9,1,1,2,"Y","Correct"
480573,"Y",1,6,-0.125391017544816,1,5,2,1,1,1,1,"Y","Correct"
7713491,"Y",13,3,-0.126728629032879,1,8,1,9,1,1,2,"Y","Correct"
2797500,"Y",13,3,-0.126728629032879,1,7,1,9,1,1,1,"Y","Correct"
3552,"Y",13,3,0.543414726486669,1,19,1,9,1,1,2,"Y","Correct"
5898528,"Y",7,9,-0.126728629032879,3,3,2,1,1,1,1,"Y","Correct"
5687744,"Y",7,9,-0.126728629032879,3,3,2,1,1,1,2,"Y","Correct"
6053298,"Y",7,9,-0.106664456711935,3,3,2,1,1,1,1,"Y","Correct"
5345774,"Y",7,9,-0.126728629032879,3,3,2,1,1,1,1,"Y","Correct"
6158776,"Y",7,9,-0.126728629032879,3,3,2,1,1,1,1,"Y","Correct"
4178974,"N",13,2,-0.126728629032879,5,5,2,1,1,1,1,"N","Correct"
1519736,"Y",13,2,-0.126728629032879,1,4,4,1,1,1,1,"Y","Correct"
4178975,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
6407064,"N",13,2,-0.126728629032879,5,5,2,1,1,1,1,"N","Correct"
3651,"Y",13,2,-0.00901881808333769,5,17,4,1,1,1,2,"Y","Correct"
5883686,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
4971396,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
4862584,"Y",9,5,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
1203335,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
2896852,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
2908984,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
2896853,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
4406195,"Y",9,5,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
