"innovation_challenge_key","renewed_yorn","top_vertical_market_name","four_quarter_bookings_band","service_fee_amount","software_usage_type","product_type","service_sales_node_base_sub_scms_name","product_sales_channel_code","contract_line_multi_year_discount_yorn","service_contract_classification","installed_product_type","finalPredictions","Prediction"
3230332,"N",9,3,-0.0638608890939195,3,11,1,8,1,1,1,"N","Correct"
156,"Y",9,3,0.792210463266381,5,14,1,8,1,1,2,"N","Incorrect"
3230331,"Y",9,3,-0.0638608890939195,3,11,1,8,1,1,1,"N","Incorrect"
155,"N",9,3,0.792210463266381,5,14,1,8,1,1,2,"N","Correct"
7328114,"Y",9,2,-0.126728629032879,1,8,2,9,1,3,1,"Y","Correct"
5316774,"Y",9,2,-0.126728629032879,1,7,2,9,1,3,1,"Y","Correct"
4702651,"Y",9,2,-0.126728629032879,1,5,2,9,1,3,1,"Y","Correct"
1063156,"Y",9,2,-0.126728629032879,1,7,2,9,1,3,1,"Y","Correct"
1973310,"Y",9,2,-0.126728629032879,1,4,2,9,1,3,1,"Y","Correct"
6583536,"Y",9,2,-0.126728629032879,1,4,2,9,1,3,1,"Y","Correct"
6587320,"Y",9,2,-0.126728629032879,1,16,2,9,1,3,2,"Y","Correct"
216,"Y",9,2,1.10922438593731,5,14,2,9,1,3,2,"Y","Correct"
6940980,"Y",4,7,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
5302874,"Y",4,7,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
6234725,"Y",4,7,-0.126728629032879,1,16,2,1,1,1,1,"Y","Correct"
617584,"Y",4,7,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
4210006,"Y",4,7,-0.126728629032879,5,10,2,1,1,1,1,"Y","Correct"
3199200,"Y",4,7,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
6503473,"Y",4,7,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
5812405,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1748104,"Y",4,7,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
6810845,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1333705,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
2449251,"Y",4,7,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
35790,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
5802986,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
3840465,"Y",4,7,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
548116,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1377648,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
7099773,"Y",4,7,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
5461578,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
6929227,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
5281939,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
3820515,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
6575203,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
3078182,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
5849136,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
6368854,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1137218,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
2319877,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
4670803,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
7073463,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
6782476,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
4837079,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
2537469,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
7017660,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
3732677,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
1483985,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
2424885,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
4207219,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1254270,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
5637968,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
5468433,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1444021,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
4743216,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
6689028,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1898793,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
7454164,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
431871,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1202440,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
6154492,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
7682216,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
782288,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
3554863,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
7109792,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
667267,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
2958189,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
6254279,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
867413,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
6536108,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
7037248,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
2622322,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
3924789,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
7431181,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
4266618,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1708205,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
5651656,"Y",4,7,-0.126728629032879,1,16,2,9,1,1,2,"Y","Correct"
5818124,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
6009562,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
6664411,"Y",4,7,-0.126728629032879,5,10,2,9,1,1,1,"Y","Correct"
58688,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
747743,"Y",4,7,-0.126728629032879,1,13,2,9,1,1,1,"Y","Correct"
5245539,"Y",4,7,-0.126728629032879,1,16,2,9,1,1,2,"Y","Correct"
2662101,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
4663078,"Y",4,7,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
4896088,"Y",4,7,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
219,"Y",4,7,12.6728757002417,1,19,2,9,1,1,2,"Y","Correct"
3976977,"Y",4,7,-0.126728629032879,1,6,2,9,1,1,2,"Y","Correct"
944685,"Y",4,7,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
1038923,"Y",4,7,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
5415784,"Y",4,7,-0.126728629032879,1,13,2,9,1,1,1,"Y","Correct"
439656,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
3553223,"Y",4,7,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
2180514,"Y",4,7,-0.126728629032879,1,16,2,9,1,1,2,"Y","Correct"
5537931,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
4399840,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
5982025,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
1867522,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
4022647,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1000079,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
4615339,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
5998576,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1271194,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
6227713,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
3534119,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
946541,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
6160755,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
4963612,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
7876,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
3265316,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
340309,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
1083085,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
5850229,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
6262328,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
5109560,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
298296,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
3949209,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
5575718,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
4419808,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
5924961,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
1634268,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
6069343,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
1712370,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
6910914,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
5411947,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
5665947,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
1604357,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
2271688,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
5606797,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
7853920,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
5386024,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
6338613,"Y",4,7,-0.126728629032879,1,6,2,9,1,1,2,"Y","Correct"
3470259,"Y",4,7,-0.126728629032879,1,8,2,9,1,1,2,"Y","Correct"
2045800,"Y",4,7,-0.126728629032879,1,16,2,9,1,1,2,"Y","Correct"
706496,"Y",4,7,-0.126728629032879,1,6,2,9,1,1,2,"Y","Correct"
2246027,"Y",4,7,2.54849434709306,5,10,2,1,1,1,1,"Y","Correct"
6090413,"N",13,2,-0.126728629032879,1,4,2,1,1,1,1,"N","Correct"
270,"Y",13,2,-0.00901881808333769,5,17,4,1,1,1,2,"Y","Correct"
6563095,"N",13,2,-0.126728629032879,5,5,2,1,1,1,1,"N","Correct"
4864003,"N",13,2,-0.126728629032879,5,5,2,1,1,1,1,"N","Correct"
269,"N",13,2,-0.00901881808333769,5,17,2,1,1,1,2,"N","Correct"
608142,"N",13,2,-0.126728629032879,1,16,2,1,1,1,2,"N","Correct"
6563093,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
6090412,"Y",13,2,-0.126728629032879,1,4,4,1,1,1,1,"Y","Correct"
4864002,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
608143,"Y",13,2,-0.126728629032879,1,16,4,1,1,1,2,"Y","Correct"
3909572,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
3909574,"N",13,2,-0.126728629032879,5,5,2,1,1,1,1,"N","Correct"
336,"N",12,1,-0.0999763992716197,1,15,1,9,2,1,2,"N","Correct"
2331184,"N",10,1,-0.125391017544816,1,5,2,1,1,1,1,"N","Correct"
371,"N",10,1,0.00703251977341795,1,15,2,9,1,2,2,"N","Correct"
2331185,"N",10,1,-0.125391017544816,1,5,2,1,1,2,1,"N","Correct"
5643456,"Y",7,5,-0.126728629032879,1,1,2,9,1,4,1,"Y","Correct"
4034770,"Y",7,5,-0.126728629032879,1,7,2,9,1,4,1,"Y","Correct"
4953109,"Y",7,5,-0.126728629032879,1,4,2,9,1,4,1,"Y","Correct"
5643457,"Y",7,5,-0.126728629032879,1,1,2,9,1,4,1,"Y","Correct"
4034768,"Y",7,5,-0.126728629032879,1,7,2,9,1,4,1,"Y","Correct"
4953111,"Y",7,5,-0.126728629032879,1,4,2,9,1,4,1,"Y","Correct"
4034771,"Y",7,5,-0.126728629032879,1,7,2,9,1,4,1,"Y","Correct"
5643459,"Y",7,5,-0.126728629032879,1,1,2,9,1,4,1,"Y","Correct"
4953108,"Y",7,5,-0.126728629032879,1,4,2,9,1,4,1,"Y","Correct"
1770271,"Y",7,5,-0.126728629032879,1,16,2,9,1,4,2,"Y","Correct"
440,"Y",7,5,0.790872851778318,1,14,2,9,1,4,2,"Y","Correct"
1770274,"Y",7,5,-0.126728629032879,1,16,2,9,1,4,2,"Y","Correct"
438,"Y",7,5,0.790872851778318,1,14,2,9,1,4,2,"Y","Correct"
439,"Y",7,5,0.790872851778318,1,14,2,9,2,4,2,"Y","Correct"
5336645,"Y",7,5,-0.126728629032879,1,16,2,9,1,4,2,"Y","Correct"
5336642,"Y",7,5,-0.126728629032879,1,16,2,9,1,4,2,"Y","Correct"
5336643,"Y",7,5,-0.126728629032879,1,16,2,9,1,4,2,"Y","Correct"
1251567,"Y",7,5,-0.126728629032879,1,5,2,9,1,4,1,"Y","Correct"
1251566,"Y",7,5,-0.126728629032879,1,5,2,9,1,4,1,"Y","Correct"
1251568,"Y",7,5,-0.126728629032879,1,5,2,9,1,4,1,"Y","Correct"
2350269,"Y",7,5,-0.126728629032879,1,8,2,9,1,4,1,"Y","Correct"
2350268,"Y",7,5,-0.126728629032879,1,8,2,9,1,4,1,"Y","Correct"
2350271,"Y",7,5,-0.126728629032879,1,8,2,9,1,4,1,"Y","Correct"
1770272,"Y",7,5,-0.126728629032879,1,16,2,9,1,4,2,"Y","Correct"
473,"N",4,5,-0.110677291176123,1,15,4,4,1,1,2,"N","Correct"
7062686,"Y",4,5,-0.126728629032879,1,16,2,9,1,1,2,"Y","Correct"
